"ZONA_TERRITORIAL","FACTOR_EXPANSION","DPTO","SEXO","EDAD","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","ORIENTACION_SEXUAL","GENERO","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","TIPO_VIVIENDA","SERVICIOS_ENERGIA_ELECTRICA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","NUMERO_HOGARES_VIVIENDA","NUMERO_CUARTOS_VIVIENDA","NUMERO_CUARTOS_DORMIR","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_CUENTA_CORRIENTE","HOGAR_TIENE_CUENTA_AHORROS","HOGAR_TIENE_CDT","HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA","HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO","HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION","HOGAR_TIENE_TARJETA_CREDITO","NUMERO_PERSONAS_HOGAR","DISCAPACIDAD","Adjusted_Weight"
"Cabecera","421.51624564","LA GUAJIRA","Femenino","22","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica primaria (1o - 5o)","Hombres","Mujer","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","7","Sin discapacidad",253.925449180723
"Cabecera","510.030521","NORTE DE SANTANDER","Masculino","23","Otro pariente","Fallecida","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor sin lavaplatos?","Propia, totalmente pagada","No","No","No","No","No","No","No","5","Discapacidad leve",307.247301807229
"Cabecera","242.05234237","META","Masculino","22","Hermano(a) o hermanastro(a)","No","No","Si","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnologica ","Mujeres","Hombre","1","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si","1","3","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",145.814664078313
"Cabecera","509.41445233","META","Masculino","19","Otro pariente","No","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Mujeres","Hombre","0","Casa","Si","Medio - Bajo","Si","Si","Si","Si","1","5","4","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","7","Sin discapacidad",306.87617610241
"Cabecera","51.089825556","GUAINIA","Masculino","20","Otro pariente","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica primaria (1o - 5o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","5","Sin discapacidad",30.777003346988
"Cabecera","52.009434345","GUAINIA","Masculino","25","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si","1","6","5","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De pozo con bomba","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No","10","Sin discapacidad",31.3309845451807
"Cabecera","255.14409339","TOLIMA","Masculino","26","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",153.701261078313
"Cabecera","56.730700601","CHOCO","Masculino","21","Hijo(a), hijastro(a)","Si","No","No","No","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","No","No","Si","No","1","5","4","Inodoro sin conexion","Por recoleccion publica o privada","Aguas lluvias","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No","7","Sin discapacidad",34.1751208439759
"Cabecera","631.94644476","VALLE","Masculino","24","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","4","Sin discapacidad",380.690629373494
"Cabecera","722.01787711","HUILA","Masculino","22","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","6","4","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No","6","Sin discapacidad",434.950528379518
"Resto","225.85858634","QUINDIO","Masculino","28","Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","Esta soltero (a)","No","No","No","Ninguno","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","No","Si","Si","1","2","1","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No","1","Sin discapacidad",136.059389361446
"Cabecera","226.72505321","SUCRE","Femenino","24","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","6","Discapacidad leve",136.581357355422
"Cabecera","140.7342746","SUCRE","Masculino","28","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica primaria (1o - 5o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","4","Sin discapacidad",84.7796834939759
"Resto","3630.9001941","ANTIOQUIA","Masculino","28","Jefe (a) del hogar","No","No","No","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No","4","Sin discapacidad",2187.28927355422
"Cabecera","1840.4358746","NORTE DE SANTANDER","Masculino","25","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","1","Casa","Si","Medio","Si","Si","Si","Si","1","4","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","Si","3","Sin discapacidad",1108.69631
"Cabecera","97.698149045","VALLE","Femenino","24","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnologica ","Hombres","Mujer","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",58.8543066536145
"Cabecera","309.72429824","SANTANDER","Masculino","25","Otro pariente","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","6","Sin discapacidad",186.580902554217
"Cabecera","1005.7285198","ANTIOQUIA","Masculino","19","Otro pariente","No","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","3","Sin discapacidad",605.860554096386
"Cabecera","119.33877028","NARINO","Femenino","26","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Hombres","Mujer","1","Apartamento","Si","Bajo","No","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","4","Sin discapacidad",71.8908254698795
"Cabecera","1915.8074099","ANTIOQUIA","Femenino","25","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Hombres","Mujer","1","Casa","Si","Medio - Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","1","Sin discapacidad",1154.10084933735
"Cabecera","284.88662774","SANTANDER","Masculino","26","Otro pariente","No","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","Si","Tecnologica ","Mujeres","Hombre","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","4","Sin discapacidad",171.618450445783
"Cabecera","6186.8678949","BOGOTA","Masculino","18","Hijo(a), hijastro(a)","Si","Si","Si","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Media tecnica (Bachillerato tecnico)","Mujeres","Hombre","1","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Si","No","Si","No","No","Si","4","Sin discapacidad",3727.0288523494
"Cabecera","206.34178447","HUILA","Masculino","27","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Casa","Si","Medio - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Si","No","Si","No","No","No","4","Sin discapacidad",124.302279801205
"Cabecera","22.846810281","SAN ANDRES","Femenino","26","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","1","Casa","Si","Medio - Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","Agua embotellada o en bolsa","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",13.763138723494
"Cabecera","302.49565366","SANTANDER","Masculino","19","No pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Mujeres","Hombre","1","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si","2","2","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","6","Sin discapacidad",182.226297385542
"Cabecera","103.57559829","CAQUETA","Masculino","24","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","2","Sin discapacidad",62.3949387289157
"Cabecera","2615.3506516","BOGOTA","Femenino","22","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Tecnologica ","Hombres","Mujer","1","Casa","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","6","Sin discapacidad",1575.51244072289
"Cabecera","3591.2127168","BOGOTA","Masculino","24","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Cuarto (s) en otro  tipo de estructura","Si","Bajo","Si","Si","Si","Si","1","1","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",2163.3811546988
"Cabecera","118.84706167","CAQUETA","Masculino","25","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","No","No","No","No","No","No","4","Sin discapacidad",71.5946154638554
"Cabecera","179.57528223","CAUCA","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnologica ","Hombres","Mujer","1","Apartamento","Si","Medio - Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",108.177880861446
"Cabecera","225.49377468","CORDOBA","Masculino","22","Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","1","Casa","Si","Conexion Pirata","No","No","Si","Si","1","2","1","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De otra fuente por tuberia","En una sala comedor con lavaplatos?","Posesion sin titulo","No","No","No","No","No","No","No","3","Sin discapacidad",135.839623301205
"Cabecera","2163.8587563","ATLANTICO","Femenino","28","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","1","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado tambien para dormir?","En arriendo o subarriendo","No","Si","No","No","No","No","No","5","Sin discapacidad",1303.52937126506
"Resto","4347.4576543","CAUCA","Masculino","28","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica primaria (1o - 5o)","Mujeres","Hombre","1","Casa","Si","Bajo - Bajo","No","No","No","Si","1","2","1","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No","1","Discapacidad leve",2618.95039415663
