DIRECTORIO;ZONA_TERRITORIAL;FACTOR_EXPANSION;DPTO;SEXO;EDAD;PARENTESCO_JEFE_DE_HOGAR;MADRE_RESIDE_HOGAR;PADRE_RESIDE_HOGAR;SE_CONSIDERA_CAMPESINO;COMUNIDAD_ES_CAMPESINA;ETNIA;ESTADO_CIVIL;AFILIADO_SALUD;LEER_ESCRIBIR;ACTUALMENTE_ESTUDIA;MAYOR_NIVEL_EDUCATIVO;ORIENTACION_SEXUAL;GENERO;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA;TIPO_VIVIENDA;SERVICIOS_ENERGIA_ELECTRICA;ESTRATO_ENERGIA_ELECTRICA;SERVICIOS_GAS_NATURAL;SERVICIOS_ALCANTARILLADO;SERVICIOS_RECOLECCION_BASURAS;SERVICIOS_ACUEDUCTO;NUMERO_HOGARES_VIVIENDA;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;TIPO_SANITARIO;COMO_ELIMINA_BASURA;DONDE_OBTIENE_AGUA;DONDE_PREPARA_ALIMENTOS;TIPO_OCUPACION_VIVIENDA;HOGAR_TIENE_CUENTA_CORRIENTE;HOGAR_TIENE_CUENTA_AHORROS;HOGAR_TIENE_CDT;HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA;HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO;HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION;HOGAR_TIENE_TARJETA_CREDITO;NUMERO_PERSONAS_HOGAR;DISCAPACIDAD
7313688;Cabecera;508.54879754;VALLE;Femenino;19;Otro pariente;Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;No;No;No;No;No;No;3;Sin discapacidad
7313694;Cabecera;97.732083733;VALLE;Masculino;22;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;2;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7313699;Cabecera;541.15965565;VALLE;Femenino;28;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;0.0;Casa;Si;Medio - Alto;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;2;Sin discapacidad
7313701;Cabecera;146.66734884;VALLE;Femenino;26;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Tecnica profesional;Hombres;Mujer;0.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7313707;Cabecera;605.41943795;VALLE;Femenino;27;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, la estan pagando;No;No;No;Si;No;Si;Si;3;Sin discapacidad
7313713;Cabecera;100.21459085;VALLE;Masculino;20;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer trans;1.0;Apartamento;Si;Medio - Bajo;No;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7313713;Cabecera;100.21459085;VALLE;Femenino;18;No pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media academica (Bachillerato clasico);Mujeres;Mujer;1.0;Apartamento;Si;Medio - Bajo;No;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7313733;Cabecera;1246.4304838;VALLE;Femenino;27;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7313733;Cabecera;1246.4304838;VALLE;Masculino;27;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7313738;Cabecera;918.84951705;VALLE;Femenino;21;Otro pariente;Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;Si;No;3;Sin discapacidad
7313740;Cabecera;881.39060803;VALLE;Masculino;22;Jefe (a) del hogar;No;Fallecido;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;No;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7313740;Cabecera;881.39060803;VALLE;Femenino;24;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7313746;Cabecera;905.8747972;VALLE;Masculino;19;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;3;Sin discapacidad
7313747;Cabecera;593.86520595;VALLE;Masculino;23;Hijo(a), hijastro(a);Si;Si;No;No;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Tecnologica ;Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7313749;Cabecera;953.52681412;VALLE;Masculino;23;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;2;1;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;1;Sin discapacidad
7313755;Cabecera;787.38683113;VALLE;Femenino;26;Jefe (a) del hogar;Fallecida;No;No;No;Ninguno de los anteriores;Esta viudo (a);Si;Si;No;Basica secundaria (6o - 9o);Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7313756;Cabecera;816.74209342;VALLE;Femenino;20;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;5;Sin discapacidad
7313758;Cabecera;702.8637043;VALLE;Femenino;18;Otro pariente;No;No;No;No;Negro, mulato (afrodescendiente);No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7313760;Cabecera;189.06337937;VALLE;Masculino;26;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;1;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado tambien para dormir?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7313765;Cabecera;726.05157703;VALLE;Femenino;25;Jefe (a) del hogar;Si;Fallecido;Si;Si;Negro, mulato (afrodescendiente);No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;5;Sin discapacidad
7313767;Cabecera;174.48412584;VALLE;Femenino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Normalista;Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7313768;Cabecera;1143.9597491;VALLE;Masculino;27;Hijo(a), hijastro(a);Si;No;Si;Si;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;6;Sin discapacidad
7313768;Cabecera;1143.9597491;VALLE;Masculino;25;Hijo(a), hijastro(a);Si;No;Si;Si;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;6;Sin discapacidad
7313771;Cabecera;303.62091289;VALLE;Masculino;28;Jefe (a) del hogar;No;No;Si;Si;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;2;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;6;Sin discapacidad
7313776;Cabecera;130.19114603;VALLE;Masculino;20;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;5;Sin discapacidad
7313776;Cabecera;130.19114603;VALLE;Femenino;21;Pareja, esposo(a), conyuge, companero(a);No;No;Si;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;No;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;5;Sin discapacidad
7313776;Cabecera;130.19114603;VALLE;Femenino;20;No pariente;Fallecida;Fallecido;Si;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;Si;Universitaria;Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;5;Sin discapacidad
7313776;Cabecera;130.19114603;VALLE;Masculino;22;No pariente;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;5;Sin discapacidad
7313778;Cabecera;82.409867151;VALLE;Masculino;23;Hermano(a) o hermanastro(a);No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7313785;Cabecera;115.91390529;VALLE;Masculino;28;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7313789;Cabecera;67.407238402;VALLE;Masculino;23;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7313789;Cabecera;67.407238402;VALLE;Masculino;18;Hermano(a) o hermanastro(a);No;No;Si;Si;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7313795;Cabecera;1263.6994054;VALLE;Masculino;28;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnologica ;Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7313795;Cabecera;1263.6994054;VALLE;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7313795;Cabecera;1263.6994054;VALLE;Femenino;19;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7313798;Cabecera;1138.559681;VALLE;Femenino;20;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;5;Sin discapacidad
7313798;Cabecera;1138.559681;VALLE;Femenino;26;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;5;Sin discapacidad
7313799;Cabecera;62.008088313;VALLE;Masculino;22;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;5;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;3;Sin discapacidad
7313800;Cabecera;880.2193161;VALLE;Masculino;21;Jefe (a) del hogar;Si;No;No;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7313800;Cabecera;880.2193161;VALLE;Femenino;18;Hermano(a) o hermanastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7313818;Cabecera;56.575805693;VALLE;Femenino;24;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7313823;Cabecera;97.698149045;VALLE;Masculino;25;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7313823;Cabecera;97.698149045;VALLE;Femenino;24;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Tecnologica ;Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7313828;Cabecera;960.5934179;VALLE;Femenino;28;Jefe (a) del hogar;Fallecida;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7313830;Cabecera;933.29448432;VALLE;Femenino;25;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;7;Discapacidad leve
7313847;Cabecera;1148.1485208;VALLE;Femenino;27;Jefe (a) del hogar;No;No;Si;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo - Bajo;No;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7313848;Cabecera;70.857004447;ARAUCA;Femenino;26;Jefe (a) del hogar;No;No;No;Si;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;No;Si;Si;Si;2;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado tambien para dormir?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7313848;Cabecera;70.857004447;ARAUCA;Femenino;22;Hijo(a), hijastro(a);Si;Si;No;Si;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;No;Si;Si;Si;2;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;No;No;No;No;No;No;4;Discapacidad leve
7313850;Cabecera;297.59941868;ARAUCA;Masculino;28;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;No;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
