"EDAD","ZONA_TERRITORIAL","DPTO","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","TIPO_VIVIENDA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_TARJETA_CREDITO","DISCAPACIDAD","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","FACTOR_EXPANSION"
20,"Cabecera","BOYACA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",4275.1372008
18,"Resto","BOYACA","Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","No","Si","Si","Tecnica profesional","Casa","Bajo","Si","No","No","Si","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1265.1970969
28,"Resto","BOYACA","Hijo(a), hijastro(a)","Si","Si","No","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Casa","Bajo","Si","No","No","Si","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propiedad colectiva","No","Discapacidad leve","1",1199.8717429
26,"Resto","BOYACA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","No","No","No","Si","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",2108.6806357
19,"Resto","BOYACA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo","No","No","No","Si","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",2108.6806357
19,"Cabecera","META","Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propiedad colectiva","No","Sin discapacidad","1",656.60935325
27,"Cabecera","META","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",862.73530661
25,"Cabecera","META","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",841.37738234
26,"Cabecera","META","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",768.32111567
19,"Cabecera","META","Otro pariente","No","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",768.32111567
22,"Cabecera","META","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",704.55446741
20,"Cabecera","META","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","0",704.55446741
25,"Cabecera","META","Hijo(a), hijastro(a)","Fallecida","Si","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Tecnica profesional","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",1020.5644514
28,"Resto","META","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnica profesional","Casa","Bajo - Bajo","Si","No","No","No","Inodoro conectado a pozo septico","La queman o entierran","De pozo con bomba","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",489.19408267
22,"Resto","META","Pareja, esposo(a), conyuge, companero(a)","No","No","No","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Universitaria","Casa","Bajo - Bajo","Si","No","No","No","Inodoro conectado a pozo septico","La queman o entierran","De pozo con bomba","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",861.36537089
26,"Cabecera","META","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Tecnica profesional","Cuarto (s) en otro  tipo de estructura","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",554.58695781
25,"Cabecera","META","Jefe (a) del hogar","No","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Universitaria","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","Si","Discapacidad leve","1",885.29028324
18,"Cabecera","META","Jefe (a) del hogar","Fallecida","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",509.16711191
19,"Cabecera","META","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Cuarto (s) en otro  tipo de estructura","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",607.07122654
18,"Cabecera","SANTANDER","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",1540.7653075
19,"Cabecera","SANTANDER","Hermano(a) o hermanastro(a)","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",1540.7653075
26,"Resto","SANTANDER","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo - Bajo","No","No","No","No","Inodoro sin conexion","La queman o entierran","Rio, quebrada, nacimiento o manantial ","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Discapacidad leve","1",1099.9576505
28,"Resto","SANTANDER","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","No","No","No","No","Inodoro sin conexion","La queman o entierran","Rio, quebrada, nacimiento o manantial ","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",674.91047387
24,"Resto","SANTANDER","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnologica ","Casa","Bajo - Bajo","Si","No","No","Si","Inodoro conectado a pozo septico","La queman o entierran","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","0",2069.9589043
27,"Cabecera","NORTE DE SANTANDER","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",380.09388509
21,"Cabecera","NORTE DE SANTANDER","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Media academica (Bachillerato clasico)","Casa","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Discapacidad leve","1",363.36637321
27,"Cabecera","NORTE DE SANTANDER","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",363.36637321
27,"Cabecera","NORTE DE SANTANDER","Otro pariente","Fallecida","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",363.36637321
28,"Resto","NORTE DE SANTANDER","Hermano(a) o hermanastro(a)","No","No","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",408.38110888
21,"Resto","NORTE DE SANTANDER","Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Basica primaria (1o - 5o)","Casa","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",389.18843238
19,"Resto","NORTE DE SANTANDER","Hermano(a) o hermanastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",590.07580945
28,"Resto","NORTE DE SANTANDER","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",559.0060684
22,"Resto","NORTE DE SANTANDER","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",484.59676999
21,"Resto","NORTE DE SANTANDER","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",466.94662494
19,"Resto","NORTE DE SANTANDER","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",466.94662494
18,"Resto","NORTE DE SANTANDER","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",441.23852743
27,"Resto","NORTE DE SANTANDER","Jefe (a) del hogar","No","Fallecido","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",290.17462072
22,"Resto","NORTE DE SANTANDER","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",351.41343324
26,"Resto","VALLE","Jefe (a) del hogar","No","Fallecido","Si","Si","Negro, mulato (afrodescendiente)","Esta casado (a)","No","Si","No","Basica primaria (1o - 5o)","Apartamento","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","Si","Sin discapacidad","0",453.93740266
