EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
28;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;NORTE DE SANTANDER;345.81081371;1
27;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Masculino;NORTE DE SANTANDER;462.3108081;1
23;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;NORTE DE SANTANDER;462.3108081;1
19;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;1008.9054047;1
24;3;1;1;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Ambos sexos;Medio;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;QUINDIO;112.44640822;1
21;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;173.75704662;1
20;3;2;3;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;138.90367567;0
19;5;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Masculino;QUINDIO;112.63591199;0
24;5;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;85.353515396;1
24;5;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;85.353515396;1
21;5;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;85.353515396;1
22;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;QUINDIO;94.158391977;1
25;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;194.17019858;1
27;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;170.71673136;1
23;5;4;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;QUINDIO;300.02248057;1
20;5;4;7;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;No pariente;Femenino;QUINDIO;300.02248057;1
23;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;178.57293896;0
21;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;122.6897014;1
21;5;4;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;No;Otro pariente;Femenino;QUINDIO;155.62781727;0
24;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;No pariente;Masculino;QUINDIO;130.01036545;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;173.8662549;0
21;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Medio;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;QUINDIO;173.8662549;1
22;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;107.47445646;1
22;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Jefe (a) del hogar;Masculino;QUINDIO;107.47445646;1
28;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;QUINDIO;217.36099399;1
27;3;3;8;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;182.27205176;0
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;Si;Jefe (a) del hogar;Masculino;QUINDIO;258.2645535;1
28;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Masculino;QUINDIO;191.38389108;1
26;4;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;QUINDIO;108.85048404;1
27;3;2;3;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;175.73661597;1
26;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Jefe (a) del hogar;Femenino;QUINDIO;115.44015087;1
28;4;2;2;En usufructo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;QUINDIO;92.547274036;1
27;3;2;4;Posesion sin titulo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;127.32268505;0
22;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;140.76612844;1
28;2;1;2;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;QUINDIO;65.81139487;1
24;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;116.73521026;1
24;4;3;6;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Femenino;QUINDIO;127.09163817;1
23;4;3;5;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;261.70953314;0
28;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;QUINDIO;144.87065466;1
20;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hermano(a) o hermanastro(a);Femenino;QUINDIO;144.87065466;1
28;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;QUINDIO;189.58587489;1
27;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;QUINDIO;189.58587489;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio;Tecnica profesional;Fallecida;Pareja, esposo(a), conyuge, companero(a);Femenino;QUINDIO;177.83666061;1
23;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Medio;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;QUINDIO;177.83666061;0
23;3;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;No pariente;Masculino;QUINDIO;182.06172924;0
22;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;252.94667261;1
23;5;3;3;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;QUINDIO;194.83118758;1
21;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;QUINDIO;199.2659249;1
23;3;1;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;585.97863266;1
22;3;1;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;585.97863266;1
21;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;RISALRALDA;641.10375492;1
27;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Masculino;RISALRALDA;826.75491753;1
25;2;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;654.49135599;1
18;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;RISALRALDA;720.0669396;1
23;5;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;160.91658613;1
28;3;2;3;En usufructo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;RISALRALDA;134.68406004;1
28;3;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo - Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Femenino;RISALRALDA;134.68406004;1
22;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;266.0638054;0
26;2;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;629.00852612;1
25;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;RISALRALDA;264.05848533;1
28;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Masculino;RISALRALDA;264.05848533;1
25;5;4;4;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;No pariente;Masculino;RISALRALDA;266.49412793;0
22;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;209.88433061;1
18;3;2;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;1061.7181091;1
26;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Tecnologica ;No;Jefe (a) del hogar;Masculino;RISALRALDA;211.24678827;1
26;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Femenino;RISALRALDA;211.24678827;1
26;1;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;191.69597921;1
19;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;225.25922084;1
26;4;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;659.56777522;1
23;4;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Hermano(a) o hermanastro(a);Masculino;RISALRALDA;659.56777522;1
25;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Normalista;No;Otro pariente;Femenino;RISALRALDA;196.86325762;1
27;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Basica secundaria (6o - 9o);Fallecida;Otro pariente;Femenino;RISALRALDA;743.5625148;1
21;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;110.01608709;1
26;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Masculino;RISALRALDA;601.19881605;1
28;3;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;RISALRALDA;221.16300475;1
24;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;102.17722936;1
22;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;102.17722936;1
28;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;235.52009103;1
26;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Persona Trans;Esta soltero (a);Ambos sexos;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;156.0936129;0
24;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;156.0936129;1
20;2;1;1;Posesion sin titulo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Conexion Pirata;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;116.15790205;1
22;3;3;5;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;136.54152856;0
20;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Conexion Pirata;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;122.92166512;1
24;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;RISALRALDA;162.62106287;1
21;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Femenino;RISALRALDA;163.4411471;0
22;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Conexion Pirata;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;RISALRALDA;113.64750839;1
20;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Conexion Pirata;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;RISALRALDA;113.64750839;1
26;1;1;3;En usufructo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;157.97357482;1
22;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Persona Trans;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);No;Hijo(a), hijastro(a);Masculino;RISALRALDA;141.97948416;1
24;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);No;Hijo(a), hijastro(a);Masculino;RISALRALDA;141.97948416;1
26;1;1;4;Posesion sin titulo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Conexion Pirata;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;RISALRALDA;151.93621291;1
27;5;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Alto;Postgrado;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;192.4802362;1
22;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Masculino;RISALRALDA;150.76711811;1
27;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;139.46981914;0
27;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Conexion Pirata;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Masculino;RISALRALDA;138.31634946;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;172.23737609;0
26;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;172.23737609;0
20;5;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;213.92016933;1
21;5;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;RISALRALDA;186.56384943;1
27;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;164.55854265;1
27;1;1;1;Posesion sin titulo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Conexion Pirata;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;125.51522448;1
28;4;2;2;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Postgrado;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;136.67360592;1
28;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;190.55543384;1
27;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Jefe (a) del hogar;Masculino;RISALRALDA;158.79619486;1
